"ip","ok","seconds","message"
"127.0.0.1","False","12","Connecting to remote server 127.0.0.1 failed with the following error message : The client cannot connect to the destination specified in the request. Verify that the service on the destination is running and is accepting requests. Consult the logs and documentation for the WS-Management service running on the destination, most commonly IIS or WinRM. If the destination is the WinRM service, run the following command on the destination to analyze and configure the WinRM service: ""winrm quickconfig"". For more information, see the about_Remote_Troubleshooting Help topic."
